COUNTY,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,DATE,Long,Lat
Santa Clara,151,6,151,6,2020-03-18,121.9552,37.3541
Santa Clara,183,8,32,2,2020-03-19,121.9552,37.3541
Santa Clara,246,8,63,0,2020-03-20,121.9552,37.3541
Santa Clara,269,10,23,2,2020-03-21,121.9552,37.3541
Santa Clara,284,13,15,3,2020-03-22,121.9552,37.3541
Santa Clara,336,13,52,0,2020-03-23,121.9552,37.3541
Santa Clara,389,17,53,4,2020-03-24,121.9552,37.3541
Santa Clara,452,20,63,3,2020-03-25,121.9552,37.3541
Santa Clara,487,20,35,0,2020-03-26,121.9552,37.3541
Santa Clara,557,25,70,5,2020-03-27,121.9552,37.3541
Santa Clara,587,27,30,2,2020-03-28,121.9552,37.3541
Santa Clara,591,30,4,3,2020-03-29,121.9552,37.3541
Santa Clara,745,31,154,1,2020-03-30,121.9552,37.3541
Santa Clara,777,30,32,-1,2020-03-31,121.9552,37.3541
Santa Clara,805,33,28,3,2020-04-01,121.9552,37.3541
Santa Clara,908,38,103,5,2020-04-02,121.9552,37.3541
Santa Clara,983,39,75,1,2020-04-03,121.9552,37.3541
Santa Clara,1045,39,62,0,2020-04-04,121.9552,37.3541
Santa Clara,1052,42,7,3,2020-04-05,121.9552,37.3541
Santa Clara,1128,43,76,1,2020-04-06,121.9552,37.3541
Santa Clara,1193,46,65,3,2020-04-07,121.9552,37.3541
Santa Clara,1257,47,64,1,2020-04-08,121.9552,37.3541
Santa Clara,1301,49,44,2,2020-04-09,121.9552,37.3541
Santa Clara,1351,52,50,3,2020-04-10,121.9552,37.3541
Santa Clara,1441,52,90,0,2020-04-11,121.9552,37.3541
Santa Clara,1461,53,20,1,2020-04-12,121.9552,37.3541
Santa Clara,1542,60,81,7,2020-04-13,121.9552,37.3541
Santa Clara,1561,66,19,6,2020-04-14,121.9552,37.3541
Santa Clara,1692,66,131,0,2020-04-15,121.9552,37.3541
Santa Clara,1789,69,97,3,2020-04-16,121.9552,37.3541
Santa Clara,1834,73,45,4,2020-04-17,121.9552,37.3541
Santa Clara,1862,73,28,0,2020-04-18,121.9552,37.3541
Santa Clara,1878,79,16,6,2020-04-19,121.9552,37.3541
Santa Clara,1920,83,42,4,2020-04-20,121.9552,37.3541
Santa Clara,1943,88,23,5,2020-04-21,121.9552,37.3541
Santa Clara,1969,94,26,6,2020-04-22,121.9552,37.3541
Santa Clara,1996,95,27,1,2020-04-23,121.9552,37.3541
Santa Clara,2026,98,30,3,2020-04-24,121.9552,37.3541
Santa Clara,2045,99,19,1,2020-04-25,121.9552,37.3541
Santa Clara,2097,102,52,3,2020-04-26,121.9552,37.3541
Santa Clara,2104,105,7,3,2020-04-27,121.9552,37.3541
Santa Clara,2130,106,26,1,2020-04-28,121.9552,37.3541
Santa Clara,2147,108,17,2,2020-04-29,121.9552,37.3541
Santa Clara,2172,111,25,3,2020-04-30,121.9552,37.3541
Santa Clara,2176,113,4,2,2020-05-01,121.9552,37.3541
Santa Clara,2203,115,27,2,2020-05-02,121.9552,37.3541
Santa Clara,2235,116,32,1,2020-05-03,121.9552,37.3541
Santa Clara,2238,119,3,3,2020-05-04,121.9552,37.3541
Santa Clara,2249,123,11,4,2020-05-05,121.9552,37.3541
Santa Clara,2270,126,21,3,2020-05-06,121.9552,37.3541
Santa Clara,2281,127,11,1,2020-05-07,121.9552,37.3541
Santa Clara,2285,130,4,3,2020-05-08,121.9552,37.3541
Santa Clara,2317,130,32,0,2020-05-09,121.9552,37.3541
Santa Clara,2331,130,14,0,2020-05-10,121.9552,37.3541
Santa Clara,2340,133,9,3,2020-05-11,121.9552,37.3541
Santa Clara,2362,133,22,0,2020-05-12,121.9552,37.3541
Santa Clara,2370,135,8,2,2020-05-13,121.9552,37.3541
Santa Clara,2380,135,10,0,2020-05-14,121.9552,37.3541
Santa Clara,2395,136,15,1,2020-05-15,121.9552,37.3541
Santa Clara,2420,136,25,0,2020-05-16,121.9552,37.3541
Santa Clara,2453,136,33,0,2020-05-17,121.9552,37.3541
Santa Clara,2468,136,15,0,2020-05-18,121.9552,37.3541
Santa Clara,2480,139,12,3,2020-05-19,121.9552,37.3541
Santa Clara,2508,139,28,0,2020-05-20,121.9552,37.3541
Santa Clara,2520,139,12,0,2020-05-21,121.9552,37.3541
Santa Clara,2537,139,17,0,2020-05-22,121.9552,37.3541
Santa Clara,2593,139,56,0,2020-05-23,121.9552,37.3541
Santa Clara,2623,139,30,0,2020-05-24,121.9552,37.3541
Santa Clara,2647,140,24,1,2020-05-25,121.9552,37.3541
Santa Clara,2659,140,12,0,2020-05-26,121.9552,37.3541
Santa Clara,2680,141,21,1,2020-05-27,121.9552,37.3541
Santa Clara,2698,141,18,0,2020-05-28,121.9552,37.3541
Santa Clara,2707,141,9,0,2020-05-29,121.9552,37.3541
Santa Clara,2741,141,34,0,2020-05-30,121.9552,37.3541
Santa Clara,2785,144,44,3,2020-05-31,121.9552,37.3541
Santa Clara,2797,144,12,0,2020-06-01,121.9552,37.3541
Santa Clara,2819,144,22,0,2020-06-02,121.9552,37.3541
Santa Clara,2836,144,17,0,2020-06-03,121.9552,37.3541
Santa Clara,2871,144,35,0,2020-06-04,121.9552,37.3541
Santa Clara,2902,144,31,0,2020-06-05,121.9552,37.3541
Santa Clara,2934,144,32,0,2020-06-06,121.9552,37.3541
Santa Clara,2947,144,13,0,2020-06-07,121.9552,37.3541
Santa Clara,2971,149,24,5,2020-06-08,121.9552,37.3541
Santa Clara,3006,149,35,0,2020-06-09,121.9552,37.3541
Santa Clara,3032,149,26,0,2020-06-10,121.9552,37.3541
Santa Clara,3049,149,17,0,2020-06-11,121.9552,37.3541
Santa Clara,3099,150,50,1,2020-06-12,121.9552,37.3541
Santa Clara,3141,150,42,0,2020-06-13,121.9552,37.3541
Santa Clara,3178,151,37,1,2020-06-14,121.9552,37.3541
Santa Clara,3204,152,26,1,2020-06-15,121.9552,37.3541
Santa Clara,3228,152,24,0,2020-06-16,121.9552,37.3541
Santa Clara,3264,152,36,0,2020-06-17,121.9552,37.3541
Santa Clara,3338,152,74,0,2020-06-18,121.9552,37.3541
Santa Clara,3376,152,38,0,2020-06-19,121.9552,37.3541
Santa Clara,3435,154,59,2,2020-06-20,121.9552,37.3541
Santa Clara,3514,154,79,0,2020-06-21,121.9552,37.3541
Santa Clara,3580,154,66,0,2020-06-22,121.9552,37.3541
Santa Clara,3700,155,120,1,2020-06-23,121.9552,37.3541
Santa Clara,3812,155,112,0,2020-06-24,121.9552,37.3541
Santa Clara,3883,155,71,0,2020-06-25,121.9552,37.3541
Santa Clara,3985,155,102,0,2020-06-26,121.9552,37.3541
Santa Clara,4043,155,58,0,2020-06-27,121.9552,37.3541
Santa Clara,4193,155,150,0,2020-06-28,121.9552,37.3541
Santa Clara,4372,156,179,1,2020-06-29,121.9552,37.3541
Santa Clara,4476,157,104,1,2020-06-30,121.9552,37.3541
Santa Clara,4545,158,69,1,2020-07-01,121.9552,37.3541
Santa Clara,4722,159,177,1,2020-07-02,121.9552,37.3541
Santa Clara,4820,160,98,1,2020-07-03,121.9552,37.3541
Santa Clara,5045,160,225,0,2020-07-04,121.9552,37.3541
Santa Clara,5237,161,192,1,2020-07-05,121.9552,37.3541
Santa Clara,5369,164,132,3,2020-07-06,121.9552,37.3541
Santa Clara,5438,165,69,1,2020-07-07,121.9552,37.3541
Santa Clara,5510,165,72,0,2020-07-08,121.9552,37.3541
Santa Clara,5638,166,128,1,2020-07-09,121.9552,37.3541
Santa Clara,5819,166,181,0,2020-07-10,121.9552,37.3541
Santa Clara,5959,166,140,0,2020-07-11,121.9552,37.3541
Santa Clara,6252,166,293,0,2020-07-12,121.9552,37.3541
Santa Clara,6488,167,236,1,2020-07-13,121.9552,37.3541
Santa Clara,6686,170,198,3,2020-07-14,121.9552,37.3541
Santa Clara,6900,173,214,3,2020-07-15,121.9552,37.3541
Santa Clara,6990,176,90,3,2020-07-16,121.9552,37.3541
Santa Clara,7080,177,90,1,2020-07-17,121.9552,37.3541
Santa Clara,7255,177,175,0,2020-07-18,121.9552,37.3541
Santa Clara,7403,177,148,0,2020-07-19,121.9552,37.3541
Santa Clara,7711,178,308,1,2020-07-20,121.9552,37.3541
Santa Clara,7989,178,278,0,2020-07-21,121.9552,37.3541
Santa Clara,8266,180,277,2,2020-07-22,121.9552,37.3541
Santa Clara,8458,181,192,1,2020-07-23,121.9552,37.3541
Santa Clara,8658,183,200,2,2020-07-24,121.9552,37.3541
Santa Clara,8767,184,109,1,2020-07-25,121.9552,37.3541
Santa Clara,8986,184,219,0,2020-07-26,121.9552,37.3541
Santa Clara,9157,184,171,0,2020-07-27,121.9552,37.3541
Santa Clara,9307,185,150,1,2020-07-28,121.9552,37.3541
Santa Clara,9567,187,260,2,2020-07-29,121.9552,37.3541
Santa Clara,9708,190,141,3,2020-07-30,121.9552,37.3541
Santa Clara,9863,191,155,1,2020-07-31,121.9552,37.3541
Santa Clara,10281,191,418,0,2020-08-01,121.9552,37.3541
Santa Clara,10577,191,296,0,2020-08-02,121.9552,37.3541
Santa Clara,10747,191,170,0,2020-08-03,121.9552,37.3541
Santa Clara,10986,192,239,1,2020-08-04,121.9552,37.3541
Santa Clara,11074,196,88,4,2020-08-05,121.9552,37.3541
Santa Clara,11280,196,206,0,2020-08-06,121.9552,37.3541
Santa Clara,11409,203,129,7,2020-08-07,121.9552,37.3541
Santa Clara,11615,204,206,1,2020-08-08,121.9552,37.3541
Santa Clara,11878,205,263,1,2020-08-09,121.9552,37.3541
Santa Clara,12615,205,737,0,2020-08-10,121.9552,37.3541
Santa Clara,12920,207,305,2,2020-08-11,121.9552,37.3541
Santa Clara,13002,207,82,0,2020-08-12,121.9552,37.3541
Santa Clara,13257,208,255,1,2020-08-13,121.9552,37.3541
Santa Clara,13785,208,528,0,2020-08-14,121.9552,37.3541
Santa Clara,14105,209,320,1,2020-08-15,121.9552,37.3541
Santa Clara,14329,209,224,0,2020-08-16,121.9552,37.3541
Santa Clara,14546,209,217,0,2020-08-17,121.9552,37.3541
Santa Clara,14786,213,240,4,2020-08-18,121.9552,37.3541
Santa Clara,14994,216,208,3,2020-08-19,121.9552,37.3541
Santa Clara,15162,217,168,1,2020-08-20,121.9552,37.3541
Santa Clara,15399,222,237,5,2020-08-21,121.9552,37.3541
Santa Clara,15590,224,191,2,2020-08-22,121.9552,37.3541
Santa Clara,15912,224,322,0,2020-08-23,121.9552,37.3541
Santa Clara,16049,224,137,0,2020-08-24,121.9552,37.3541
Santa Clara,16199,233,150,9,2020-08-25,121.9552,37.3541
Santa Clara,16283,237,84,4,2020-08-26,121.9552,37.3541
Santa Clara,16495,240,212,3,2020-08-27,121.9552,37.3541
Santa Clara,16696,245,201,5,2020-08-28,121.9552,37.3541
Santa Clara,16898,244,202,-1,2020-08-29,121.9552,37.3541
Santa Clara,17045,244,147,0,2020-08-30,121.9552,37.3541
Santa Clara,17211,244,166,0,2020-08-31,121.9552,37.3541
Santa Clara,17319,248,108,4,2020-09-01,121.9552,37.3541
Santa Clara,17673,250,354,2,2020-09-02,121.9552,37.3541
Santa Clara,17879,253,206,3,2020-09-03,121.9552,37.3541
Santa Clara,18074,254,195,1,2020-09-04,121.9552,37.3541
Santa Clara,18311,257,237,3,2020-09-05,121.9552,37.3541
Santa Clara,18495,260,184,3,2020-09-06,121.9552,37.3541
Santa Clara,18596,260,101,0,2020-09-07,121.9552,37.3541
Santa Clara,18645,260,49,0,2020-09-08,121.9552,37.3541
Santa Clara,18759,263,114,3,2020-09-09,121.9552,37.3541
Santa Clara,18870,263,111,0,2020-09-10,121.9552,37.3541
Santa Clara,19065,276,195,13,2020-09-11,121.9552,37.3541
Santa Clara,19330,280,265,4,2020-09-12,121.9552,37.3541
Santa Clara,19456,283,126,3,2020-09-13,121.9552,37.3541
Santa Clara,19545,283,89,0,2020-09-14,121.9552,37.3541
Santa Clara,19610,287,65,4,2020-09-15,121.9552,37.3541
Santa Clara,19684,293,74,6,2020-09-16,121.9552,37.3541
Santa Clara,19825,295,141,2,2020-09-17,121.9552,37.3541
Santa Clara,20058,295,233,0,2020-09-18,121.9552,37.3541
Santa Clara,20170,296,112,1,2020-09-19,121.9552,37.3541
Santa Clara,20330,296,160,0,2020-09-20,121.9552,37.3541
Santa Clara,20432,297,102,1,2020-09-21,121.9552,37.3541
Santa Clara,20514,299,82,2,2020-09-22,121.9552,37.3541
Santa Clara,20575,300,61,1,2020-09-23,121.9552,37.3541
Santa Clara,20689,304,114,4,2020-09-24,121.9552,37.3541
Santa Clara,20812,306,123,2,2020-09-25,121.9552,37.3541
Santa Clara,20967,311,155,5,2020-09-26,121.9552,37.3541
Santa Clara,21091,312,124,1,2020-09-27,121.9552,37.3541
Santa Clara,21180,314,89,2,2020-09-28,121.9552,37.3541
Santa Clara,21233,318,53,4,2020-09-29,121.9552,37.3541
Santa Clara,21318,322,85,4,2020-09-30,121.9552,37.3541
Santa Clara,21398,325,80,3,2020-10-01,121.9552,37.3541
Santa Clara,21545,330,147,5,2020-10-02,121.9552,37.3541
Santa Clara,21672,333,127,3,2020-10-03,121.9552,37.3541
Santa Clara,21780,344,108,11,2020-10-04,121.9552,37.3541
Santa Clara,21861,345,81,1,2020-10-05,121.9552,37.3541
Santa Clara,21914,347,53,2,2020-10-06,121.9552,37.3541
Santa Clara,21993,353,79,6,2020-10-07,121.9552,37.3541
Santa Clara,22095,354,102,1,2020-10-08,121.9552,37.3541
Santa Clara,22251,357,156,3,2020-10-09,121.9552,37.3541
Santa Clara,22354,357,103,0,2020-10-10,121.9552,37.3541
Santa Clara,22487,357,133,0,2020-10-11,121.9552,37.3541
Santa Clara,22578,362,91,5,2020-10-12,121.9552,37.3541
Santa Clara,22678,363,100,1,2020-10-13,121.9552,37.3541
Santa Clara,22735,363,57,0,2020-10-14,121.9552,37.3541
Santa Clara,22808,367,73,4,2020-10-15,121.9552,37.3541
Santa Clara,22920,373,112,6,2020-10-16,121.9552,37.3541
Santa Clara,22997,373,77,0,2020-10-17,121.9552,37.3541
Santa Clara,23169,373,172,0,2020-10-18,121.9552,37.3541
Santa Clara,23301,378,132,5,2020-10-19,121.9552,37.3541
Santa Clara,23406,382,105,4,2020-10-20,121.9552,37.3541
Santa Clara,23537,385,131,3,2020-10-21,121.9552,37.3541
Santa Clara,23621,385,84,0,2020-10-22,121.9552,37.3541
Santa Clara,23822,388,201,3,2020-10-23,121.9552,37.3541
Santa Clara,23978,388,156,0,2020-10-24,121.9552,37.3541
Santa Clara,24087,388,109,0,2020-10-25,121.9552,37.3541
Santa Clara,24258,388,171,0,2020-10-26,121.9552,37.3541
Santa Clara,24368,392,110,4,2020-10-27,121.9552,37.3541
Santa Clara,24503,402,135,10,2020-10-28,121.9552,37.3541
Santa Clara,24614,404,111,2,2020-10-29,121.9552,37.3541
Santa Clara,24811,406,197,2,2020-10-30,121.9552,37.3541
Santa Clara,24957,406,146,0,2020-10-31,121.9552,37.3541
Santa Clara,25090,406,133,0,2020-11-01,121.9552,37.3541
Santa Clara,25222,406,132,0,2020-11-02,121.9552,37.3541
Santa Clara,25386,412,164,6,2020-11-03,121.9552,37.3541
Santa Clara,25487,421,101,9,2020-11-04,121.9552,37.3541
Santa Clara,25651,424,164,3,2020-11-05,121.9552,37.3541
Santa Clara,25831,430,180,6,2020-11-06,121.9552,37.3541
Santa Clara,26087,430,256,0,2020-11-07,121.9552,37.3541
Santa Clara,26442,430,355,0,2020-11-08,121.9552,37.3541
Santa Clara,26693,433,251,3,2020-11-09,121.9552,37.3541
Santa Clara,26917,436,224,3,2020-11-10,121.9552,37.3541
Santa Clara,27075,440,158,4,2020-11-11,121.9552,37.3541
Santa Clara,27261,440,186,0,2020-11-12,121.9552,37.3541
Santa Clara,27609,444,348,4,2020-11-13,121.9552,37.3541
Santa Clara,27962,444,353,0,2020-11-14,121.9552,37.3541
Santa Clara,28289,444,327,0,2020-11-15,121.9552,37.3541
Santa Clara,28673,445,384,1,2020-11-16,121.9552,37.3541
Santa Clara,29013,447,340,2,2020-11-17,121.9552,37.3541
Santa Clara,29285,453,272,6,2020-11-18,121.9552,37.3541
Santa Clara,29630,459,345,6,2020-11-19,121.9552,37.3541
Santa Clara,30002,463,372,4,2020-11-20,121.9552,37.3541
Santa Clara,30377,463,375,0,2020-11-21,121.9552,37.3541
Santa Clara,30633,463,256,0,2020-11-22,121.9552,37.3541
Santa Clara,31064,464,431,1,2020-11-23,121.9552,37.3541
Santa Clara,31564,467,500,3,2020-11-24,121.9552,37.3541
Santa Clara,32032,470,468,3,2020-11-25,121.9552,37.3541
Santa Clara,32411,476,379,6,2020-11-26,121.9552,37.3541
Santa Clara,32935,476,524,0,2020-11-27,121.9552,37.3541
Santa Clara,33701,476,766,0,2020-11-28,121.9552,37.3541
Santa Clara,34234,476,533,0,2020-11-29,121.9552,37.3541
Santa Clara,35019,476,785,0,2020-11-30,121.9552,37.3541
Santa Clara,35397,482,378,6,2020-12-01,121.9552,37.3541
Santa Clara,35878,486,481,4,2020-12-02,121.9552,37.3541
Santa Clara,36621,495,743,9,2020-12-03,121.9552,37.3541
Santa Clara,37465,503,844,8,2020-12-04,121.9552,37.3541
Santa Clara,38339,503,874,0,2020-12-05,121.9552,37.3541
Santa Clara,39112,503,773,0,2020-12-06,121.9552,37.3541
Santa Clara,40621,511,1509,8,2020-12-07,121.9552,37.3541
Santa Clara,41309,512,688,1,2020-12-08,121.9552,37.3541
Santa Clara,42912,515,1603,3,2020-12-09,121.9552,37.3541
Santa Clara,43939,519,1027,4,2020-12-10,121.9552,37.3541
Santa Clara,45101,526,1162,7,2020-12-11,121.9552,37.3541
Santa Clara,45892,526,791,0,2020-12-12,121.9552,37.3541
Santa Clara,47920,526,2028,0,2020-12-13,121.9552,37.3541
Santa Clara,49180,529,1260,3,2020-12-14,121.9552,37.3541
Santa Clara,50311,553,1131,24,2020-12-15,121.9552,37.3541
Santa Clara,51502,561,1191,8,2020-12-16,121.9552,37.3541
Santa Clara,52559,566,1057,5,2020-12-17,121.9552,37.3541
Santa Clara,53992,583,1433,17,2020-12-18,121.9552,37.3541
Santa Clara,55540,583,1548,0,2020-12-19,121.9552,37.3541
Santa Clara,56860,583,1320,0,2020-12-20,121.9552,37.3541
Santa Clara,57699,607,839,24,2020-12-21,121.9552,37.3541
Santa Clara,59192,615,1493,8,2020-12-22,121.9552,37.3541
Santa Clara,60455,632,1263,17,2020-12-23,121.9552,37.3541
Santa Clara,61742,643,1287,11,2020-12-24,121.9552,37.3541
Santa Clara,63173,643,1431,0,2020-12-25,121.9552,37.3541
Santa Clara,64185,652,1012,9,2020-12-26,121.9552,37.3541
Santa Clara,65288,652,1103,0,2020-12-27,121.9552,37.3541
Santa Clara,66418,652,1130,0,2020-12-28,121.9552,37.3541
Santa Clara,67581,673,1163,21,2020-12-29,121.9552,37.3541
Santa Clara,68217,673,636,0,2020-12-30,121.9552,37.3541
Santa Clara,70032,709,1815,36,2020-12-31,121.9552,37.3541
Santa Clara,71904,747,1872,38,2021-01-01,121.9552,37.3541
Santa Clara,73662,747,1758,0,2021-01-02,121.9552,37.3541
Santa Clara,74527,747,865,0,2021-01-03,121.9552,37.3541
Santa Clara,75297,747,770,0,2021-01-04,121.9552,37.3541
Santa Clara,76355,771,1058,24,2021-01-05,121.9552,37.3541
Santa Clara,77485,799,1130,28,2021-01-06,121.9552,37.3541
Santa Clara,78808,815,1323,16,2021-01-07,121.9552,37.3541
Santa Clara,80561,843,1753,28,2021-01-08,121.9552,37.3541
Santa Clara,82269,883,1708,40,2021-01-09,121.9552,37.3541
Santa Clara,83779,883,1510,0,2021-01-10,121.9552,37.3541
Santa Clara,84851,944,1072,61,2021-01-11,121.9552,37.3541
Santa Clara,86075,986,1224,42,2021-01-12,121.9552,37.3541
Santa Clara,87187,1011,1112,25,2021-01-13,121.9552,37.3541
Santa Clara,88505,1028,1318,17,2021-01-14,121.9552,37.3541
Santa Clara,90103,1040,1598,12,2021-01-15,121.9552,37.3541
Santa Clara,91584,1060,1481,20,2021-01-16,121.9552,37.3541
Santa Clara,92752,1065,1168,5,2021-01-17,121.9552,37.3541
Santa Clara,93688,1076,936,11,2021-01-18,121.9552,37.3541
Santa Clara,94483,1109,795,33,2021-01-19,121.9552,37.3541
Santa Clara,94995,1129,512,20,2021-01-20,121.9552,37.3541
Santa Clara,96028,1158,1033,29,2021-01-21,121.9552,37.3541
Santa Clara,96435,1181,407,23,2021-01-22,121.9552,37.3541
Santa Clara,97189,1181,754,0,2021-01-23,121.9552,37.3541
Santa Clara,98103,1234,914,53,2021-01-24,121.9552,37.3541
Santa Clara,98647,1264,544,30,2021-01-25,121.9552,37.3541
Santa Clara,99215,1278,568,14,2021-01-26,121.9552,37.3541
Santa Clara,99732,1314,517,36,2021-01-27,121.9552,37.3541
Santa Clara,100470,1344,738,30,2021-01-28,121.9552,37.3541
Santa Clara,101010,1372,540,28,2021-01-29,121.9552,37.3541
Santa Clara,101471,1395,461,23,2021-01-30,121.9552,37.3541
Santa Clara,101986,1414,515,19,2021-01-31,121.9552,37.3541
Santa Clara,102462,1418,476,4,2021-02-01,121.9552,37.3541
Santa Clara,102872,1433,410,15,2021-02-02,121.9552,37.3541
Santa Clara,103278,1473,406,40,2021-02-03,121.9552,37.3541
Santa Clara,103781,1505,503,32,2021-02-04,121.9552,37.3541
Santa Clara,104112,1523,331,18,2021-02-05,121.9552,37.3541
Santa Clara,104639,1528,527,5,2021-02-06,121.9552,37.3541
Santa Clara,105118,1540,479,12,2021-02-07,121.9552,37.3541
Santa Clara,105413,1546,295,6,2021-02-08,121.9552,37.3541
Santa Clara,105762,1576,349,30,2021-02-09,121.9552,37.3541
Santa Clara,106048,1594,286,18,2021-02-10,121.9552,37.3541
Santa Clara,106392,1624,344,30,2021-02-11,121.9552,37.3541
Santa Clara,106759,1643,367,19,2021-02-12,121.9552,37.3541
Santa Clara,107125,1661,366,18,2021-02-13,121.9552,37.3541
Santa Clara,107412,1666,287,5,2021-02-14,121.9552,37.3541
Santa Clara,107630,1668,218,2,2021-02-15,121.9552,37.3541
Santa Clara,107754,1669,124,1,2021-02-16,121.9552,37.3541
Santa Clara,107949,1682,195,13,2021-02-17,121.9552,37.3541
Santa Clara,108210,1708,261,26,2021-02-18,121.9552,37.3541
Santa Clara,108400,1725,190,17,2021-02-19,121.9552,37.3541
Santa Clara,108728,1728,328,3,2021-02-20,121.9552,37.3541
Santa Clara,108992,1729,264,1,2021-02-21,121.9552,37.3541
Santa Clara,109213,1736,221,7,2021-02-22,121.9552,37.3541
Santa Clara,109449,1747,236,11,2021-02-23,121.9552,37.3541
Santa Clara,109671,1747,222,0,2021-02-24,121.9552,37.3541
Santa Clara,109923,1765,252,18,2021-02-25,121.9552,37.3541
Santa Clara,110168,1777,245,12,2021-02-26,121.9552,37.3541
Santa Clara,110361,1777,193,0,2021-02-27,121.9552,37.3541
Santa Clara,110556,1777,195,0,2021-02-28,121.9552,37.3541
Santa Clara,110684,1781,128,4,2021-03-01,121.9552,37.3541
Santa Clara,110832,1797,148,16,2021-03-02,121.9552,37.3541
Santa Clara,110991,1798,159,1,2021-03-03,121.9552,37.3541
Santa Clara,111194,1820,203,22,2021-03-04,121.9552,37.3541
Santa Clara,111384,1822,190,2,2021-03-05,121.9552,37.3541
Santa Clara,111570,1822,186,0,2021-03-06,121.9552,37.3541
Santa Clara,111745,1822,175,0,2021-03-07,121.9552,37.3541
Santa Clara,111882,1827,137,5,2021-03-08,121.9552,37.3541
Santa Clara,111963,1830,81,3,2021-03-09,121.9552,37.3541
Santa Clara,112103,1835,140,5,2021-03-10,121.9552,37.3541
Santa Clara,112246,1836,143,1,2021-03-11,121.9552,37.3541
San Mateo,57,1,57,1,2020-03-18,122.3255,37.5630
San Mateo,58,1,1,0,2020-03-19,122.3255,37.5630
San Mateo,71,1,13,0,2020-03-20,122.3255,37.5630
San Mateo,78,1,7,0,2020-03-21,122.3255,37.5630
San Mateo,82,1,4,0,2020-03-22,122.3255,37.5630
San Mateo,88,1,6,0,2020-03-23,122.3255,37.5630
San Mateo,100,2,12,1,2020-03-24,122.3255,37.5630
San Mateo,111,5,11,3,2020-03-25,122.3255,37.5630
San Mateo,122,5,11,0,2020-03-26,122.3255,37.5630
San Mateo,213,7,91,2,2020-03-27,122.3255,37.5630
San Mateo,231,9,18,2,2020-03-28,122.3255,37.5630
San Mateo,234,12,3,3,2020-03-29,122.3255,37.5630
San Mateo,257,11,23,-1,2020-03-30,122.3255,37.5630
San Mateo,297,12,40,1,2020-03-31,122.3255,37.5630
San Mateo,354,13,57,1,2020-04-01,122.3255,37.5630
San Mateo,423,13,69,0,2020-04-02,122.3255,37.5630
San Mateo,474,13,51,0,2020-04-03,122.3255,37.5630
San Mateo,520,17,46,4,2020-04-04,122.3255,37.5630
San Mateo,528,19,8,2,2020-04-05,122.3255,37.5630
San Mateo,569,20,41,1,2020-04-06,122.3255,37.5630
San Mateo,573,22,4,2,2020-04-07,122.3255,37.5630
San Mateo,608,22,35,0,2020-04-08,122.3255,37.5630
San Mateo,630,23,22,1,2020-04-09,122.3255,37.5630
San Mateo,642,21,12,-2,2020-04-10,122.3255,37.5630
San Mateo,662,25,20,4,2020-04-11,122.3255,37.5630
San Mateo,664,25,2,0,2020-04-12,122.3255,37.5630
San Mateo,679,25,15,0,2020-04-13,122.3255,37.5630
San Mateo,681,25,2,0,2020-04-14,122.3255,37.5630
San Mateo,707,25,26,0,2020-04-15,122.3255,37.5630
San Mateo,745,25,38,0,2020-04-16,122.3255,37.5630
San Mateo,768,28,23,3,2020-04-17,122.3255,37.5630
San Mateo,821,28,53,0,2020-04-18,122.3255,37.5630
San Mateo,845,31,24,3,2020-04-19,122.3255,37.5630
San Mateo,890,31,45,0,2020-04-20,122.3255,37.5630
San Mateo,933,31,43,0,2020-04-21,122.3255,37.5630
San Mateo,945,39,12,8,2020-04-22,122.3255,37.5630
San Mateo,970,39,25,0,2020-04-23,122.3255,37.5630
San Mateo,1004,43,34,4,2020-04-24,122.3255,37.5630
San Mateo,1054,43,50,0,2020-04-25,122.3255,37.5630
San Mateo,1070,46,16,3,2020-04-26,122.3255,37.5630
San Mateo,1092,46,22,0,2020-04-27,122.3255,37.5630
San Mateo,1129,48,37,2,2020-04-28,122.3255,37.5630
San Mateo,1170,50,41,2,2020-04-29,122.3255,37.5630
San Mateo,1194,52,24,2,2020-04-30,122.3255,37.5630
San Mateo,1222,52,28,0,2020-05-01,122.3255,37.5630
San Mateo,1272,52,50,0,2020-05-02,122.3255,37.5630
San Mateo,1277,53,5,1,2020-05-03,122.3255,37.5630
San Mateo,1313,53,36,0,2020-05-04,122.3255,37.5630
San Mateo,1335,56,22,3,2020-05-05,122.3255,37.5630
San Mateo,1348,56,13,0,2020-05-06,122.3255,37.5630
San Mateo,1398,57,50,1,2020-05-07,122.3255,37.5630
San Mateo,1423,62,25,5,2020-05-08,122.3255,37.5630
San Mateo,1453,65,30,3,2020-05-09,122.3255,37.5630
San Mateo,1463,65,10,0,2020-05-10,122.3255,37.5630
San Mateo,1499,65,36,0,2020-05-11,122.3255,37.5630
San Mateo,1533,66,34,1,2020-05-12,122.3255,37.5630
San Mateo,1550,66,17,0,2020-05-13,122.3255,37.5630
San Mateo,1588,66,38,0,2020-05-14,122.3255,37.5630
San Mateo,1612,67,24,1,2020-05-15,122.3255,37.5630
San Mateo,1652,68,40,1,2020-05-16,122.3255,37.5630
San Mateo,1680,68,28,0,2020-05-17,122.3255,37.5630
San Mateo,1701,68,21,0,2020-05-18,122.3255,37.5630
San Mateo,1704,75,3,7,2020-05-19,122.3255,37.5630
